,enter_time,leave_time
flow_254_0,3430.0,3570.0
flow_1536_0,3433.0,3522.0
flow_4925_0,3435.0,3505.0
flow_1537_0,3436.0,3526.0
flow_758_0,3437.0,3508.0
flow_1538_0,3439.0,3528.0
flow_1541_0,3443.0,3496.0
flow_361_0,3452.0,3522.0
flow_328_0,3454.0,3524.0
flow_4152_0,3459.0,3511.0
flow_4163_0,3466.0,3570.0
flow_2553_0,3482.0,3551.0
flow_3024_0,3485.0,3536.0
flow_1549_0,3491.0,3594.0
flow_369_0,3493.0,3545.0
flow_2550_0,3495.0,3575.0
flow_372_0,3496.0,3548.0
flow_5894_0,3498.0,3568.0
flow_5920_0,3502.0,3577.0
flow_6940_0,3512.0,3581.0
flow_2556_0,3512.0,3583.0
flow_6944_0,3514.0,3584.0
flow_6945_0,3516.0,3586.0
flow_2997_0,3517.0,3598.0
flow_4946_0,3519.0,3589.0
flow_6947_0,3522.0,nan
flow_6950_0,3524.0,3594.0
flow_1554_0,3526.0,3600.0
flow_6952_0,3527.0,nan
flow_1919_0,3531.0,3601.0
flow_6557_0,3534.0,nan
flow_1559_0,3535.0,3587.0
flow_1989_0,3536.0,nan
flow_391_0,3547.0,3598.0
flow_394_0,3553.0,nan
flow_398_0,3555.0,nan
flow_4166_0,3558.0,nan
flow_6953_0,3560.0,nan
flow_4172_0,3560.0,nan
flow_4176_0,3562.0,nan
flow_6954_0,3563.0,nan
flow_6955_0,3565.0,nan
flow_4179_0,3565.0,nan
flow_400_0,3568.0,nan
flow_793_0,3570.0,nan
flow_358_0,3581.0,nan
flow_348_0,3584.0,nan
flow_408_0,3595.0,nan
flow_2562_0,3596.0,nan
flow_753_0,3599.0,nan
flow_5999_0,3600.0,nan
flow_1567_0,3601.0,nan
