,enter_time,leave_time
flow_211_0,2729.0,2926.0
flow_2424_0,2731.0,2814.0
flow_1313_0,2748.0,2822.0
flow_1315_0,2751.0,2824.0
flow_2429_0,2763.0,2833.0
flow_6854_0,2775.0,3094.0
flow_6855_0,2777.0,2847.0
flow_6856_0,2779.0,2850.0
flow_6857_0,2783.0,2852.0
flow_1316_0,2799.0,2904.0
flow_4060_0,2812.0,2883.0
flow_6859_0,2815.0,2886.0
flow_4074_0,2818.0,2888.0
flow_3937_0,2821.0,2908.0
flow_4081_0,2821.0,2928.0
flow_6455_0,2822.0,2891.0
flow_5864_0,2822.0,2874.0
flow_4088_0,2823.0,2893.0
flow_4003_0,2824.0,2876.0
flow_1551_0,2824.0,2894.0
flow_2437_0,2825.0,3340.0
flow_3996_0,2827.0,2896.0
flow_2841_0,2827.0,2910.0
flow_661_0,2829.0,2909.0
flow_1565_0,2829.0,2926.0
flow_5850_0,2830.0,2882.0
flow_1581_0,2832.0,2902.0
flow_6816_0,2833.0,2885.0
flow_225_0,2837.0,2889.0
flow_2867_0,2869.0,2939.0
flow_2869_0,2871.0,2941.0
flow_6869_0,2882.0,2952.0
flow_5887_0,2883.0,2952.0
flow_228_0,2885.0,2992.0
flow_5889_0,2886.0,2955.0
flow_5894_0,2888.0,2958.0
flow_6870_0,2889.0,2958.0
flow_230_0,2889.0,3014.0
flow_232_0,2892.0,2996.0
flow_4055_0,2895.0,3016.0
flow_6446_0,2901.0,2992.0
flow_6462_0,2903.0,2996.0
flow_2438_0,2926.0,3010.0
flow_1583_0,2929.0,2999.0
flow_646_0,2929.0,3014.0
flow_6468_0,2932.0,3028.0
flow_224_0,2934.0,3293.0
flow_1636_0,2934.0,3283.0
flow_1645_0,2937.0,3035.0
flow_696_0,2937.0,3033.0
flow_1665_0,2939.0,3038.0
flow_243_0,2940.0,3298.0
flow_2863_0,2946.0,3001.0
flow_2864_0,2948.0,3003.0
flow_2891_0,2950.0,3019.0
flow_241_0,2956.0,3062.0
flow_248_0,2964.0,3035.0
flow_150_0,2964.0,3066.0
flow_6873_0,2966.0,3038.0
flow_5900_0,2966.0,3068.0
flow_2456_0,2969.0,3071.0
flow_6874_0,2969.0,3040.0
flow_4108_0,2988.0,3059.0
flow_1328_0,2989.0,3062.0
flow_2856_0,2992.0,3045.0
flow_2898_0,2992.0,3063.0
flow_4163_0,2994.0,3079.0
flow_2859_0,2995.0,3047.0
flow_250_0,2995.0,3048.0
flow_251_0,2999.0,3129.0
flow_6847_0,2999.0,3066.0
flow_4111_0,3001.0,3068.0
flow_4135_0,3004.0,3405.0
flow_5920_0,3007.0,3079.0
flow_4145_0,3007.0,3071.0
flow_166_0,3010.0,3082.0
flow_2467_0,3013.0,3085.0
flow_1335_0,3024.0,3129.0
flow_6886_0,3028.0,3097.0
flow_6887_0,3030.0,3101.0
flow_255_0,3046.0,3133.0
flow_6890_0,3049.0,3118.0
flow_4152_0,3051.0,3103.0
flow_260_0,3052.0,3135.0
flow_4166_0,3053.0,3106.0
flow_4172_0,3056.0,3109.0
flow_265_0,3058.0,3138.0
flow_4176_0,3058.0,3133.0
flow_268_0,3061.0,3113.0
flow_4179_0,3061.0,3135.0
flow_1357_0,3082.0,3134.0
flow_6891_0,3085.0,3154.0
flow_6893_0,3087.0,3157.0
flow_6894_0,3090.0,3160.0
flow_1324_0,3110.0,3180.0
flow_1325_0,3113.0,3183.0
flow_283_0,3120.0,3226.0
flow_1717_0,3121.0,3191.0
flow_1763_0,3123.0,3194.0
flow_1372_0,3129.0,3226.0
flow_2931_0,3130.0,3293.0
flow_5930_0,3136.0,3404.0
flow_219_0,3136.0,3205.0
flow_6899_0,3138.0,3208.0
flow_1376_0,3139.0,3231.0
flow_6900_0,3141.0,3211.0
flow_1377_0,3142.0,3194.0
flow_1330_0,3143.0,3214.0
flow_286_0,3149.0,3230.0
flow_2900_0,3153.0,3205.0
flow_2924_0,3156.0,3233.0
flow_2951_0,3158.0,3211.0
flow_1340_0,3159.0,3229.0
flow_5899_0,3160.0,3233.0
flow_2953_0,3161.0,3408.0
flow_1381_0,3169.0,3221.0
flow_4186_0,3169.0,3236.0
flow_4219_0,3171.0,3275.0
flow_1384_0,3172.0,3224.0
flow_6833_0,3173.0,3279.0
flow_4232_0,3176.0,3228.0
flow_262_0,3181.0,3251.0
flow_6906_0,3186.0,3255.0
